Location,Reading,Timestamp,,
,58,10:48:27,,
,62,10:48:29,,
,63,10:48:31,,
,56,10:48:40,,
,58,10:48:41,,
,60,10:48:44,,
,58,10:48:47,,
,59,10:48:49,,
,59,10:48:50,,
,56,10:48:52,,
,64,10:48:56,,
,59,10:48:58,,
,55,10:49:00,,
,56,10:49:02,,
,56,10:49:05,,
,57,10:49:11,,
,59,10:49:13,,
,59,10:49:15,,
,61,10:49:17,,
,68,10:49:19,,
,66,10:49:25,,
,64,10:49:34,,
,67,10:49:38,,
,69,10:49:42,,
,56,10:49:47,,
,57,10:49:53,,
,57,10:49:57,,
,56,10:49:59,,
,58,10:50:02,,
,57,10:50:04,,
,59,10:50:12,,
I-205 SB @ OR224 Lane 1,62,13:18:08,,
,65,13:18:23,,
,62,13:18:26,,
,68,13:18:30,,
,60,13:18:41,,
,65,13:18:42,,
,65,13:18:47,,
,65,13:18:50,,
,67,13:18:55,,
,61,13:18:59,,
,70,13:19:11,,
,72,13:19:13,,
,71,13:19:17,,
,68,13:19:23,,
,65,13:19:27,,
,71,13:19:40,,
,68,13:19:42,,
,61,13:19:45,,
,60,13:19:47,,
,65,13:19:55,,
,66,13:19:57,,
,69,13:20:08,,
,69,13:20:10,,
,66,13:20:12,,
,60,13:20:26,,
,63,13:20:29,,
,64,13:20:32,,
,64,13:20:34,,
,66,13:20:41,,
,67,13:20:55,,
,67,13:21:05,,
,63,13:21:15,,
,63,13:21:19,,
,62,13:21:22,,
,58,13:21:29,,
,65,13:21:32,,
,66,13:21:33,,
,61,13:21:35,,
,64,13:21:48,,
,69,13:22:08,,
,61,13:22:15,,
,71,13:22:25,,
,66,13:22:27,,
,67,13:22:29,,
,62,13:22:40,,
,62,13:22:41,,
,62,13:22:43,,
,62,13:22:49,,
,60,13:22:57,,
,61,13:23:07,,
,62,13:23:09,,
,62,13:23:10,,
,63,13:23:13,,
,62,13:23:15,,
,59,13:23:18,,
,61,13:23:24,,
,63,13:23:28,,
,66,13:23:30,,
,62,13:23:34,,
,64,13:23:39,,
,68,13:23:43,,
,67,13:23:47,,
,71,13:23:57,,
,65,13:23:58,,
,66,13:24:02,,
,66,13:24:04,,
,69,13:24:07,,
,65,13:24:19,,
,64,13:24:22,,
,62,13:24:23,,
,61,13:24:33,,
,62,13:24:37,,
,60,13:24:41,,
,60,13:24:49,,
,59,13:24:52,,
,60,13:24:54,,
,59,13:24:59,,
,68,13:25:01,,
,65,13:25:02,,
,62,13:25:05,,
,61,13:25:11,,
,67,13:25:14,,
,58,13:25:20,,
,61,13:25:32,,
,62,13:25:33,,
,62,13:25:35,,
,63,13:25:37,,
,61,13:25:39,,
,64,13:25:40,,
,63,13:25:43,,
,65,13:25:45,,
,61,13:25:48,,
,64,13:25:49,,
,65,13:25:51,,
,62,13:25:52,,
,60,13:25:54,,
,68,13:25:56,,
,67,13:25:57,,
,60,13:26:04,,
,61,13:26:06,,
,63,13:26:08,,
,62,13:26:10,,
,63,13:26:12,,
,65,13:26:15,,
,66,13:26:16,,
,68,13:26:21,,
,61,13:26:23,,
,59,13:26:26,,
,61,13:26:29,,
,60,13:26:33,,
,60,13:26:35,,
,65,13:26:36,,
,63,13:26:39,,
,70,13:26:48,,
,64,13:27:04,,
,66,13:27:11,,
,65,13:27:15,,
,62,13:27:19,,
,66,13:27:20,,
,64,13:27:27,,
,65,13:27:28,,
,60,13:27:38,,
,60,13:27:40,,
,62,13:27:55,,
,57,13:27:59,,
,64,13:28:01,,
,66,13:28:02,,
,67,13:28:04,,
,65,13:28:05,,
,64,13:28:16,,
,59,13:28:24,,
,62,13:28:31,,
,62,13:28:35,,
,62,13:28:37,,
,59,13:28:39,,
,58,13:28:42,,
,60,13:28:43,,
,59,13:28:54,,
,65,13:29:05,,
,64,13:29:07,,
,64,13:29:08,,
,64,13:29:11,,
,62,13:29:14,,
,70,13:29:18,,
,59,13:29:41,,
,58,13:29:44,,
,64,13:29:45,,
,63,13:29:46,,
,65,13:29:52,,
,66,13:29:54,,
,56,13:30:01,,
,56,13:30:07,,
,60,13:30:09,,
,58,13:30:12,,
,65,13:30:14,,
,59,13:30:16,,
,60,13:30:19,,
,62,13:30:22,,
,58,13:30:24,,
,55,13:30:32,,
,61,13:30:34,,
,58,13:30:35,,
,63,13:30:42,,
,58,13:30:46,,
,56,13:30:48,,
,56,13:30:53,,
,60,13:30:55,,
,61,13:30:57,,
,56,13:31:00,,
,56,13:31:02,,
,60,13:31:09,,
,57,13:31:10,,
,59,13:31:11,,
,57,13:31:22,,
,55,13:31:25,,
,62,13:31:31,,
,62,13:31:33,,
,60,13:31:41,,
,61,13:31:43,,
,58,13:31:45,,
,60,13:31:48,,
,59,13:31:49,,
,60,13:31:51,,
,58,13:31:55,,
,57,13:32:04,,
,52,13:32:06,,
,56,13:32:07,,
,60,13:32:17,,
,58,13:32:19,,
,61,13:32:21,,
,59,13:32:23,,
,61,13:32:25,,
,59,13:32:27,,
,56,13:32:30,,
,55,13:32:33,,
,61,13:32:35,,
,62,13:32:38,,
,60,13:32:41,,
,58,13:32:46,,
,59,13:32:50,,
,61,13:32:54,,
,58,13:32:57,,
,65,13:32:59,,
,65,13:33:04,,
,59,13:33:07,,
,63,13:33:10,,
,63,13:33:13,,
,62,13:33:15,,
,62,13:33:22,,
,59,13:33:27,,
,58,13:33:32,,
,57,13:33:34,,
,58,13:33:38,,
,61,13:33:41,,
,62,13:33:44,,
,69,13:33:50,,
,59,13:33:53,,
,59,13:33:54,,
,63,13:33:58,,
,64,13:34:07,,
,63,13:34:08,,
,61,13:34:10,,
,66,13:34:15,,
,65,13:34:21,,
,63,13:34:25,,
,65,13:34:27,,
,63,13:34:29,,
,62,13:34:32,,
,60,13:34:35,,
,59,13:34:41,,
,62,13:34:43,,
,62,13:34:45,,
,64,13:34:50,,
,66,13:34:53,,
,65,13:34:55,,
,62,13:34:57,,
,62,13:34:59,,
,59,13:35:00,,
,62,13:35:02,,
,62,13:35:04,,
,63,13:35:06,,
,62,13:35:07,,
,65,13:35:10,,
,63,13:35:12,,
,64,13:35:13,,
,65,13:35:16,,
,64,13:35:18,,
,59,13:35:21,,
,69,13:35:26,,
,64,13:35:29,,
,62,13:35:33,,
,60,13:35:36,,
,61,13:35:38,,
,58,13:35:46,,
,57,13:35:49,,
,62,13:35:51,,
,65,13:35:55,,
,60,13:36:03,,
,55,13:36:05,,
,56,13:36:06,,
,65,13:36:07,,
,60,13:36:09,,
,60,13:36:12,,
,63,13:36:16,,
,62,13:36:17,,
,63,13:36:22,,
,59,13:36:26,,
,58,13:36:29,,
,57,13:36:30,,
,59,13:36:32,,
,60,13:36:34,,
,62,13:36:37,,
,63,13:36:40,,
,63,13:36:42,,
,62,13:36:45,,
,64,13:36:46,,
,66,13:36:47,,
,63,13:36:54,,
,62,13:36:58,,
,64,13:37:01,,
,68,13:37:05,,
,66,13:37:07,,
,66,13:37:11,,
,64,13:37:12,,
,66,13:37:16,,
,65,13:37:20,,
,72,13:37:23,,
,63,13:37:33,,
,65,13:37:48,,
,60,13:37:57,,
,64,13:38:04,,
,63,13:38:06,,
,58,13:38:09,,
,58,13:38:10,,
,59,13:38:13,,
,58,13:38:14,,
,58,13:38:17,,
,58,13:38:18,,
,58,13:38:26,,
,59,13:38:28,,
,58,13:38:31,,
,65,13:38:34,,
,65,13:38:38,,
,64,13:38:42,,
,63,13:38:45,,
,66,13:38:46,,
,68,13:38:55,,
,62,13:38:56,,
,64,13:39:01,,
,62,13:39:05,,
,64,13:39:10,,
,63,13:39:10,,
,63,13:39:12,,
,69,13:39:14,,
,60,13:39:18,,
,65,13:39:26,,
,62,13:39:31,,
,65,13:39:32,,
,65,13:39:37,,
,59,13:39:39,,
,60,13:39:41,,
,62,13:39:43,,
,64,13:39:46,,
,64,13:39:51,,
,60,13:39:56,,
,60,13:39:57,,
,60,13:39:58,,
,58,13:40:05,,
,62,13:40:10,,
,67,13:40:12,,
,59,13:40:12,,
,65,13:40:14,,
,64,13:40:16,,
,60,13:40:17,,
,62,13:40:18,,
,59,13:40:23,,
,61,13:40:30,,
,61,13:40:34,,
,67,13:40:37,,
,69,13:40:38,,
,68,13:40:43,,
,65,13:40:46,,
,69,13:40:53,,
,66,13:40:55,,
,66,13:40:57,,
,60,13:40:59,,
,58,13:41:02,,
,69,13:41:06,,
,61,13:41:10,,
,67,13:41:16,,
,57,13:41:27,,
,67,13:41:31,,
,62,13:41:35,,
,63,13:41:36,,
,66,13:41:38,,
,64,13:41:48,,
,62,13:41:50,,
,63,13:41:53,,
,64,13:41:55,,
,64,13:42:01,,
,63,13:42:02,,
,62,13:42:09,,
,59,13:42:11,,
,61,13:42:19,,
,65,13:42:24,,
,66,13:42:28,,
,64,13:42:32,,
,62,13:42:33,,
,63,13:42:35,,
,65,13:42:38,,
,66,13:42:41,,
,66,13:42:45,,
,66,13:42:49,,
,63,13:42:52,,
,63,13:42:59,,
,63,13:43:01,,
,59,13:43:05,,
,61,13:43:08,,
,62,13:43:10,,
,65,13:43:12,,
,65,13:43:15,,
,56,13:43:19,,
,68,13:43:29,,
,63,13:43:32,,
,62,13:43:34,,
,63,13:43:36,,
,65,13:43:40,,
,63,13:43:43,,
,65,13:43:49,,
,59,13:43:58,,
,64,13:44:04,,
,67,13:44:06,,
,65,13:44:08,,
,61,13:44:13,,
,60,13:44:17,,
,60,13:44:19,,
,60,13:44:22,,
,58,13:44:27,,
,57,13:44:30,,
,58,13:44:34,,
,59,13:44:39,,
,59,13:44:43,,
,54,13:44:44,,
,54,13:44:47,,
,59,13:44:49,,
,57,13:44:51,,
,60,13:44:52,,
,65,13:44:54,,
,60,13:44:57,,
,55,13:44:59,,
,60,13:45:00,,
,61,13:45:04,,
,59,13:45:07,,
,54,13:45:10,,
,54,13:45:12,,
,57,13:45:15,,
,57,13:45:17,,
,52,13:45:20,,
,55,13:45:24,,
,54,13:45:28,,
,57,13:45:32,,
,55,13:45:33,,
,55,13:45:36,,
,58,13:45:37,,
,59,13:45:39,,
,60,13:45:43,,
,55,13:45:45,,
,59,13:45:49,,
,65,13:45:52,,
,54,13:45:55,,
,52,13:45:59,,
,60,13:46:02,,
,61,13:46:08,,
,59,13:46:11,,
,62,13:46:17,,
,61,13:46:19,,
,60,13:46:21,,
,63,13:46:23,,
,62,13:46:27,,
,63,13:46:29,,
,71,13:46:37,,
,70,13:46:38,,
,70,13:46:41,,
,68,13:46:50,,
,70,13:46:51,,
,66,13:46:52,,
,65,13:46:55,,
,66,13:46:57,,
,63,13:46:59,,
,63,13:47:03,,
,64,13:47:04,,
,55,13:47:10,,
,56,13:47:12,,
,54,13:47:16,,
,62,13:47:17,,
,54,13:47:21,,
,58,13:47:28,,
,65,13:47:29,,
,67,13:47:34,,
,63,13:47:48,,
,60,13:47:49,,
,60,13:47:51,,
,62,13:47:53,,
,59,13:47:55,,
,59,13:48:00,,
,62,13:48:05,,
I-205 SB @ OR224 Lane 3,53,13:51:11,,
,55,13:51:12,,
,56,13:51:14,,
,50,13:51:16,,
,59,13:51:26,,
,61,13:51:28,,
,57,13:51:31,,
,53,13:51:34,,
,56,13:51:36,,
,55,13:51:42,,
,52,13:51:44,,
,54,13:51:50,,
,55,13:51:56,,
,58,13:52:06,,
,59,13:52:09,,
,59,13:52:11,,
,55,13:52:23,,
,54,13:52:24,,
,55,13:52:30,,
,55,13:52:33,,
,54,13:52:35,,
,51,13:52:39,,
,55,13:52:40,,
,50,13:52:46,,
,48,13:52:48,,
,47,13:52:50,,
,50,13:52:52,,
,50,13:52:55,,
,54,13:52:57,,
,50,13:52:59,,
,49,13:53:06,,
,49,13:53:08,,
,58,13:53:13,,
,60,13:53:15,,
,50,13:53:18,,
,49,13:53:22,,
,47,13:53:27,,
,54,13:53:39,,
,54,13:53:40,,
,51,13:53:42,,
,50,13:53:45,,
,55,13:53:52,,
,73,13:54:03,,
,63,13:54:06,,
,55,13:54:13,,
,60,13:54:15,,
,61,13:54:21,,
,61,13:54:23,,
,58,13:54:27,,
,61,13:54:29,,
,60,13:54:34,,
,54,13:54:37,,
,56,13:54:44,,
,59,13:54:45,,
,59,13:54:46,,
,54,13:54:49,,
,60,13:54:51,,
,54,13:54:54,,
,52,13:54:56,,
,61,13:55:00,,
,56,13:55:10,,
,51,13:55:12,,
,57,13:55:14,,
,57,13:55:16,,
,53,13:55:28,,
,54,13:55:37,,
,51,13:55:46,,
,47,13:55:55,,
,45,13:55:59,,
,61,13:56:02,,
,55,13:56:05,,
,55,13:56:10,,
,54,13:56:19,,
,57,13:56:24,,
,55,13:56:26,,
,55,13:56:29,,
,58,13:56:34,,
,58,13:56:35,,
,57,13:56:37,,
,59,13:56:40,,
,54,13:56:43,,
,58,13:56:47,,
,52,13:56:50,,
,56,13:56:52,,
,53,13:56:59,,
,50,13:57:05,,
,55,13:57:06,,
,53,13:57:10,,
,49,13:57:13,,
,56,13:57:17,,
,56,13:57:18,,
,56,13:57:21,,
,56,13:57:24,,
,54,13:57:28,,
,53,13:57:36,,
,54,13:57:38,,
,53,13:57:42,,
,57,13:57:47,,
,60,13:57:52,,
,60,13:57:54,,
,57,13:57:58,,
,58,13:58:01,,
,57,13:58:05,,
,52,13:58:08,,
,55,13:58:11,,
,48,13:58:16,,
,51,13:58:19,,
,54,13:58:28,,
,61,13:58:36,,
,65,13:58:40,,
,57,13:58:42,,
,50,13:58:48,,
,57,13:59:04,,
,56,13:59:11,,
,56,13:59:13,,
,57,13:59:18,,
,54,13:59:28,,
,56,13:59:29,,
,60,13:59:42,,
,51,13:59:46,,
,54,13:59:51,,
,51,13:59:58,,
,53,14:00:00,,
,56,14:00:02,,
,53,14:00:05,,
,50,14:00:08,,
,52,14:00:10,,
,52,14:00:12,,
,56,14:00:16,,
,56,14:00:19,,
,56,14:00:24,,
,55,14:00:34,,
,51,14:00:38,,
,51,14:00:39,,
,53,14:00:43,,
,53,14:00:45,,
,52,14:00:48,,
,54,14:00:56,,
,50,14:01:01,,
,48,14:01:03,,
,49,14:01:06,,
,48,14:01:07,,
,56,14:01:12,,
,54,14:01:17,,
,55,14:01:25,,
,57,14:01:28,,
,57,14:01:31,,
,57,14:01:37,,
,58,14:01:39,,
,59,14:01:43,,
,59,14:01:45,,
,58,14:01:47,,
,58,14:01:50,,
,53,14:01:53,,
,54,14:01:55,,
,52,14:01:57,,
,57,14:02:02,,
,55,14:02:07,,
,56,14:02:13,,
,52,14:02:15,,
,54,14:02:20,,
,56,14:02:21,,
,54,14:02:23,,
,53,14:02:25,,
,56,14:02:27,,
,55,14:02:30,,
,54,14:02:32,,
,58,14:02:42,,
,55,14:02:43,,
,55,14:02:48,,
,61,14:02:51,,
,53,14:02:57,,
,54,14:02:58,,
,58,14:03:03,,
,54,14:03:05,,
,54,14:03:13,,
,61,14:03:19,,
,52,14:03:28,,
,58,14:03:37,,
,54,14:03:41,,
,51,14:03:42,,
,56,14:03:47,,
,55,14:03:50,,
,53,14:03:53,,
,56,14:03:55,,
,52,14:03:59,,
,52,14:04:01,,
,56,14:04:04,,
,58,14:04:10,,
,60,14:04:15,,
,55,14:04:35,,
,54,14:04:36,,
,63,14:04:38,,
,61,14:04:50,,
,50,14:04:51,,
,49,14:04:56,,
,50,14:05:01,,
,58,14:05:10,,
,63,14:05:14,,
,56,14:05:17,,
,56,14:05:25,,
,54,14:05:27,,
,56,14:05:30,,
,56,14:05:32,,
,55,14:05:37,,
,64,14:05:44,,
,53,14:05:46,,
,54,14:05:50,,
,55,14:05:56,,
,54,14:05:58,,
,60,14:06:04,,
,55,14:06:15,,
,59,14:06:17,,
,54,14:06:20,,
,55,14:06:21,,
,53,14:06:27,,
,53,14:06:31,,
,51,14:06:34,,
,59,14:06:36,,
,51,14:06:43,,
,53,14:06:45,,
,50,14:06:48,,
,58,14:06:54,,
,61,14:07:01,,
,51,14:07:02,,
,51,14:07:06,,
,52,14:07:10,,
,56,14:07:12,,
,51,14:07:15,,
,52,14:07:20,,
,54,14:07:30,,
,52,14:07:34,,
,54,14:07:36,,
,57,14:07:40,,
,52,14:07:41,,
,50,14:07:49,,
,48,14:07:51,,
,49,14:07:59,,
,48,14:08:00,,
,52,14:08:06,,
,47,14:08:10,,
,52,14:08:12,,
,49,14:08:15,,
,54,14:08:18,,
,55,14:08:23,,
,59,14:08:24,,
,53,14:08:32,,
,50,14:08:36,,
,50,14:08:38,,
,49,14:08:41,,
,49,14:08:43,,
,55,14:08:48,,
,53,14:08:54,,
,68,14:09:00,,
,55,14:09:05,,
,52,14:09:10,,
,58,14:09:12,,
,50,14:09:14,,
,50,14:09:17,,
,56,14:09:22,,
,51,14:09:24,,
,50,14:09:26,,
,49,14:09:29,,
,49,14:09:33,,
,47,14:09:37,,
,49,14:09:39,,
,49,14:09:42,,
,55,14:09:46,,
,47,14:09:54,,
,48,14:09:55,,
,47,14:09:59,,
,53,14:10:03,,
,50,14:10:05,,
,49,14:10:15,,
,46,14:10:18,,
,42,14:10:20,,
,43,14:10:26,,
,43,14:10:29,,
,47,14:10:32,,
,46,14:10:34,,
,46,14:10:38,,
,43,14:10:40,,
,43,14:10:42,,
,40,14:10:47,,
,49,14:10:51,,
,46,14:10:55,,
,45,14:10:58,,
,45,14:11:00,,
,55,14:11:13,,
,47,14:11:19,,
,57,14:11:23,,
,55,14:11:25,,
,48,14:11:30,,
,50,14:11:35,,
,49,14:11:37,,
,54,14:11:44,,
,52,14:11:47,,
,53,14:11:49,,
,53,14:11:52,,
,53,14:11:59,,
,54,14:12:01,,
,58,14:12:04,,
,58,14:12:07,,
,55,14:12:12,,
,54,14:12:20,,
,52,14:12:25,,
,51,14:12:29,,
,54,14:12:31,,
,57,14:12:34,,
,53,14:12:38,,
,52,14:12:43,,
,54,14:12:44,,
,52,14:12:46,,
,51,14:12:48,,
,54,14:12:50,,
,49,14:12:56,,
,48,14:12:58,,
,50,14:13:01,,
,54,14:13:07,,
,55,14:13:08,,
,53,14:13:15,,
,56,14:13:16,,
,52,14:13:24,,
,51,14:13:29,,
,55,14:13:33,,
,55,14:13:37,,
,52,14:13:39,,
,59,14:13:48,,
,56,14:13:57,,
,56,14:14:03,,
,53,14:14:11,,
,53,14:14:12,,
,57,14:14:13,,
,53,14:14:15,,
,55,14:14:19,,
,55,14:14:21,,
,54,14:14:22,,
,52,14:14:35,,
,52,14:14:38,,
,59,14:14:43,,
,52,14:14:52,,
,52,14:14:57,,
,51,14:14:59,,
,49,14:15:06,,
,51,14:15:07,,
,55,14:15:13,,
,58,14:15:16,,
,57,14:15:18,,
,61,14:15:20,,
,61,14:15:23,,
,62,14:15:29,,
,62,14:15:32,,
,57,14:15:36,,
,52,14:15:39,,
,53,14:15:40,,
,50,14:15:44,,
,51,14:15:46,,
,48,14:15:50,,
,59,14:15:56,,
,57,14:15:59,,
,54,14:16:07,,
,59,14:16:17,,
,58,14:16:20,,
,61,14:16:23,,
,64,14:16:30,,
,60,14:16:37,,
,63,14:16:41,,
,65,14:16:43,,
,66,14:16:45,,
,69,14:16:50,,
,48,14:16:56,,
,50,14:16:59,,
,51,14:17:01,,
,50,14:17:03,,
,50,14:17:04,,
,57,14:17:07,,
,58,14:17:08,,
,54,14:17:16,,
,55,14:17:17,,
,58,14:17:31,,
,59,14:17:33,,
,61,14:17:37,,
,58,14:17:38,,
,54,14:17:43,,
,54,14:17:49,,
,53,14:17:51,,
,51,14:17:53,,
,53,14:17:59,,
,52,14:18:09,,
,55,14:18:10,,
,51,14:18:12,,
,52,14:18:14,,
,55,14:18:18,,
,50,14:18:25,,
,50,14:18:27,,
,48,14:18:29,,
,54,14:18:35,,
,60,14:18:37,,
,55,14:18:41,,
,54,14:18:44,,
,49,14:18:48,,
,54,14:18:53,,
,53,14:18:57,,
,53,14:19:00,,
,59,14:19:03,,
,52,14:19:10,,
,52,14:19:11,,
,50,14:19:22,,
,51,14:19:24,,
,47,14:19:29,,
,58,14:19:35,,
,55,14:19:37,,
,55,14:19:42,,
,53,14:19:47,,
,52,14:19:51,,
,49,14:19:57,,
,48,14:20:00,,
,45,14:20:03,,
,43,14:20:09,,
,43,14:20:11,,
,59,14:20:20,,
,59,14:20:24,,
,55,14:20:27,,
,48,14:20:34,,
,52,14:20:36,,
,51,14:20:38,,
,49,14:20:45,,
,51,14:20:47,,
,49,14:20:51,,
,49,14:20:54,,
,50,14:20:57,,
,60,14:21:01,,
,57,14:21:04,,
,49,14:21:06,,
,48,14:21:15,,
,49,14:21:16,,
,47,14:21:17,,